booking_id,employee_id,booking_date,requested_start_datetime,allocated_start_datetime,requested_end_datetime,allocated_end_datetime,requested_duration_minutes,max_time_flexibility_minutes,requested_room_type,allocated_room_id,allocated_room_type,requested_floor,allocated_floor,requested_capacity,room_capacity,time_relaxation_minutes,allocation_rule,booking_status
RB02731,E0944,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:30:00,2025-01-10 09:30:00,75,60,Focus,R041,Focus,5,5.0,8,16.0,0.0,exact_type_exact_floor,Allocated
RB08371,E0594,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:00:00,2025-01-10 09:00:00,45,30,Meeting,R004,Meeting,1,1.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB09139,E0111,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:30:00,2025-01-10 09:30:00,75,0,Conference,R001,Conference,2,1.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB19334,E0828,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:15:00,2025-01-10 09:15:00,60,60,Conference,R007,Conference,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB21724,E0861,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:45:00,2025-01-10 09:45:00,90,0,Conference,R031,Conference,4,4.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB25133,E0689,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:15:00,2025-01-10 09:15:00,60,0,Meeting,R023,Conference,4,3.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB32758,E0484,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:15:00,2025-01-10 09:15:00,60,15,Training,R018,Training,3,2.0,12,16.0,0.0,exact_type_nearby_floor,Allocated
RB39324,E0401,2025-01-10,2025-01-10 08:15:00,2025-01-10 08:15:00,2025-01-10 09:15:00,2025-01-10 09:15:00,60,60,Meeting,R005,Training,3,1.0,12,16.0,0.0,similar_type_any_floor,Allocated
RB01933,E0183,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:30:00,2025-01-10 10:00:00,2025-01-10 10:00:00,90,0,Focus,R002,Focus,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB02846,E0713,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:30:00,2025-01-10 09:15:00,2025-01-10 09:15:00,45,15,Meeting,R006,Focus,1,1.0,16,16.0,0.0,similar_type_exact_floor,Allocated
RB23131,E0977,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:30:00,2025-01-10 09:45:00,2025-01-10 09:45:00,75,60,Conference,R012,Conference,3,2.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB36758,E0801,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:30:00,2025-01-10 09:00:00,2025-01-10 09:00:00,30,30,Training,R021,Training,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB39026,E0321,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:30:00,2025-01-10 09:30:00,2025-01-10 09:30:00,60,15,Focus,R011,Focus,2,2.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB07285,E0400,2025-01-10,2025-01-10 08:45:00,2025-01-10 08:45:00,2025-01-10 10:15:00,2025-01-10 10:15:00,90,30,Conference,R045,Conference,5,5.0,4,8.0,0.0,exact_type_exact_floor,Allocated
RB08920,E0194,2025-01-10,2025-01-10 08:45:00,2025-01-10 08:45:00,2025-01-10 09:15:00,2025-01-10 09:15:00,30,30,Meeting,R030,Meeting,4,3.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB15136,E0528,2025-01-10,2025-01-10 08:30:00,2025-01-10 08:45:00,2025-01-10 09:30:00,2025-01-10 09:45:00,60,30,Meeting,R008,Meeting,1,1.0,12,16.0,15.0,exact_type_exact_floor,Allocated
RB16687,E0487,2025-01-10,2025-01-10 08:45:00,2025-01-10 08:45:00,2025-01-10 09:45:00,2025-01-10 09:45:00,60,60,Meeting,R040,Training,3,4.0,10,16.0,0.0,similar_type_any_floor,Allocated
RB37932,E0944,2025-01-10,2025-01-10 08:45:00,2025-01-10 08:45:00,2025-01-10 09:45:00,2025-01-10 09:45:00,60,30,Focus,R043,Focus,5,5.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB11418,E0938,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 09:30:00,2025-01-10 09:30:00,30,60,Conference,R013,Conference,5,2.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB15014,E0826,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:00:00,2025-01-10 10:00:00,60,30,Meeting,R003,Meeting,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB16856,E0673,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:15:00,2025-01-10 10:15:00,75,30,Conference,R014,Conference,5,2.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB17513,E0351,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:15:00,2025-01-10 10:15:00,75,60,Focus,R017,Focus,2,2.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB18993,E0858,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:00:00,2025-01-10 10:00:00,60,60,Conference,R010,Conference,2,1.0,2,8.0,0.0,exact_type_nearby_floor,Allocated
RB19561,E0352,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:15:00,2025-01-10 10:15:00,75,0,Meeting,R004,Meeting,2,1.0,2,8.0,0.0,exact_type_nearby_floor,Allocated
RB23906,E0334,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:00:00,2025-01-10 10:00:00,60,30,Conference,R009,Focus,1,1.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB32407,E0109,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:00:00,2025-01-10 10:00:00,60,15,Meeting,R020,Focus,2,2.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB37761,E0448,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 10:30:00,2025-01-10 10:30:00,90,0,Training,R021,Training,2,3.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB39196,E0180,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:00:00,2025-01-10 09:30:00,2025-01-10 09:30:00,30,30,Conference,R027,Focus,3,3.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB00962,E0413,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:45:00,2025-01-10 10:45:00,90,15,Meeting,R025,Meeting,1,3.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB02616,E0723,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 09:45:00,2025-01-10 09:45:00,30,15,Meeting,R023,Conference,4,3.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB09313,E0730,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:15:00,2025-01-10 10:15:00,60,0,Training,R006,Focus,3,1.0,16,16.0,0.0,similar_type_any_floor,Allocated
RB14435,E0730,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:15:00,2025-01-10 10:15:00,60,0,Conference,R007,Conference,3,1.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB16690,E0676,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:45:00,2025-01-10 10:45:00,90,0,Focus,R050,Focus,5,5.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB18274,E0499,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:15:00,2025-01-10 10:15:00,60,120,Meeting,R030,Meeting,3,3.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB22448,E0765,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 09:45:00,2025-01-10 09:45:00,30,120,Conference,R033,Training,4,4.0,4,4.0,0.0,similar_type_exact_floor,Allocated
RB25203,E0705,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 09:45:00,2025-01-10 09:45:00,30,30,Meeting,R049,Training,5,5.0,6,8.0,0.0,similar_type_exact_floor,Allocated
RB28572,E0214,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:15:00,2025-01-10 09:30:00,2025-01-10 09:45:00,30,60,Training,R018,Training,3,2.0,10,16.0,15.0,exact_type_nearby_floor,Allocated
RB29122,E0796,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:30:00,2025-01-10 10:30:00,75,60,Focus,R016,Focus,1,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB36447,E0605,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:15:00,2025-01-10 09:30:00,2025-01-10 09:45:00,30,15,Conference,R034,Conference,5,4.0,12,16.0,15.0,exact_type_nearby_floor,Allocated
RB38047,E0571,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:15:00,2025-01-10 10:45:00,2025-01-10 10:45:00,90,30,Training,R026,Training,1,3.0,4,4.0,0.0,exact_type_any_floor,Allocated
RB39908,E0371,2025-01-10,2025-01-10 09:00:00,2025-01-10 09:15:00,2025-01-10 10:00:00,2025-01-10 10:15:00,60,120,Conference,R005,Training,3,1.0,10,16.0,15.0,similar_type_any_floor,Allocated
RB06457,E0142,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 10:45:00,2025-01-10 10:45:00,75,30,Meeting,R024,Meeting,1,3.0,2,8.0,0.0,exact_type_any_floor,Allocated
RB10087,E0047,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 11:00:00,2025-01-10 11:00:00,90,0,Conference,R042,Conference,4,5.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB16128,E0277,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 10:15:00,2025-01-10 10:15:00,45,60,Conference,R001,Conference,3,1.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB20196,E0083,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 11:15:00,2025-01-10 11:15:00,105,120,Focus,R027,Focus,1,3.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB22911,E0700,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 10:30:00,2025-01-10 10:30:00,60,120,Focus,R019,Focus,2,2.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB23296,E0769,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:30:00,2025-01-10 10:15:00,2025-01-10 10:30:00,60,15,Meeting,R041,Focus,1,5.0,10,16.0,15.0,similar_type_any_floor,Allocated
RB25733,E0700,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 11:15:00,2025-01-10 11:15:00,105,60,Focus,R022,Focus,2,3.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB33072,E0751,2025-01-10,2025-01-10 09:30:00,2025-01-10 09:30:00,2025-01-10 11:15:00,2025-01-10 11:15:00,105,0,Meeting,R038,Meeting,4,4.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB35954,E0153,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:30:00,2025-01-10 09:45:00,2025-01-10 10:00:00,30,60,Conference,R015,Conference,3,2.0,8,8.0,15.0,exact_type_nearby_floor,Allocated
RB39867,E0970,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:30:00,2025-01-10 10:30:00,2025-01-10 10:45:00,75,15,Training,R011,Focus,2,2.0,8,8.0,15.0,similar_type_exact_floor,Allocated
RB01599,E0226,2025-01-10,2025-01-10 09:45:00,2025-01-10 09:45:00,2025-01-10 10:15:00,2025-01-10 10:15:00,30,0,Focus,R043,Focus,5,5.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB08522,E0692,2025-01-10,2025-01-10 09:45:00,2025-01-10 09:45:00,2025-01-10 11:00:00,2025-01-10 11:00:00,75,15,Focus,R028,Focus,2,3.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB08701,E0860,2025-01-10,2025-01-10 09:45:00,2025-01-10 09:45:00,2025-01-10 10:45:00,2025-01-10 10:45:00,60,0,Meeting,R008,Meeting,5,1.0,6,16.0,0.0,exact_type_any_floor,Allocated
RB24827,E0409,2025-01-10,2025-01-10 09:45:00,2025-01-10 09:45:00,2025-01-10 11:00:00,2025-01-10 11:00:00,75,15,Meeting,R018,Training,2,2.0,10,16.0,0.0,similar_type_exact_floor,Allocated
RB32307,E0153,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:45:00,2025-01-10 10:00:00,2025-01-10 10:30:00,45,60,Conference,R034,Conference,4,4.0,10,16.0,30.0,exact_type_exact_floor,Allocated
RB38253,E0897,2025-01-10,2025-01-10 09:45:00,2025-01-10 09:45:00,2025-01-10 10:45:00,2025-01-10 10:45:00,60,30,Conference,R023,Conference,5,3.0,6,8.0,0.0,exact_type_any_floor,Allocated
RB02175,E0139,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:15:00,2025-01-10 11:15:00,75,120,Conference,R012,Conference,3,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB04027,E0712,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:00:00,2025-01-10 11:00:00,60,30,Meeting,R039,Meeting,3,4.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB11366,E0500,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:30:00,2025-01-10 11:30:00,90,0,Conference,R015,Conference,5,2.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB17913,E0125,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:15:00,2025-01-10 11:15:00,75,0,Training,R040,Training,3,4.0,6,16.0,0.0,exact_type_nearby_floor,Allocated
RB25122,E0505,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:30:00,2025-01-10 11:30:00,90,30,Meeting,R003,Meeting,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB25875,E0318,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:00:00,2025-01-10 11:00:00,60,15,Meeting,R010,Conference,4,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB30069,E0353,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:00:00,2025-01-10 11:00:00,60,60,Meeting,R046,Training,4,5.0,6,8.0,0.0,similar_type_any_floor,Allocated
RB39418,E0293,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 11:15:00,2025-01-10 11:15:00,75,0,Conference,R031,Conference,5,4.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB39485,E0064,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:00:00,2025-01-10 10:45:00,2025-01-10 10:45:00,45,120,Conference,R020,Focus,2,2.0,8,8.0,0.0,similar_type_exact_floor,Allocated
RB02248,E0071,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:45:00,2025-01-10 11:45:00,90,15,Training,R029,Training,1,3.0,2,4.0,0.0,exact_type_any_floor,Allocated
RB12242,E0536,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:45:00,2025-01-10 11:45:00,90,30,Focus,R017,Focus,2,2.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB22427,E0587,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:15:00,2025-01-10 11:15:00,2025-01-10 11:30:00,75,60,Conference,R005,Training,1,1.0,10,16.0,15.0,similar_type_exact_floor,Allocated
RB24472,E0250,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:30:00,2025-01-10 11:30:00,75,15,Meeting,R004,Meeting,5,1.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB25322,E0382,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:15:00,2025-01-10 11:00:00,2025-01-10 11:15:00,60,120,Meeting,R006,Focus,5,1.0,16,16.0,15.0,similar_type_any_floor,Allocated
RB29078,E0329,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:30:00,2025-01-10 11:30:00,75,0,Conference,R045,Conference,5,5.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB33578,E0138,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:30:00,2025-01-10 11:30:00,75,60,Conference,R001,Conference,2,1.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB33635,E0823,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:30:00,2025-01-10 11:30:00,75,120,Conference,R007,Conference,4,1.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB35072,E0565,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:15:00,2025-01-10 11:45:00,2025-01-10 11:45:00,90,30,Focus,R043,Focus,5,5.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB01378,E0755,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:30:00,2025-01-10 11:30:00,2025-01-10 11:45:00,75,60,Conference,R041,Focus,1,5.0,16,16.0,15.0,similar_type_any_floor,Allocated
RB08927,E0205,2025-01-10,2025-01-10 10:30:00,2025-01-10 10:30:00,2025-01-10 11:15:00,2025-01-10 11:15:00,45,120,Training,R049,Training,4,5.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB15666,E0644,2025-01-10,2025-01-10 10:30:00,2025-01-10 10:30:00,2025-01-10 11:30:00,2025-01-10 11:30:00,60,30,Conference,R002,Focus,2,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB16590,E0946,2025-01-10,2025-01-10 10:30:00,2025-01-10 10:30:00,2025-01-10 12:00:00,2025-01-10 12:00:00,90,15,Conference,R013,Conference,3,2.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
RB21609,E0588,2025-01-10,2025-01-10 10:30:00,2025-01-10 10:30:00,2025-01-10 11:15:00,2025-01-10 11:15:00,45,60,Meeting,R044,Meeting,5,5.0,4,4.0,0.0,exact_type_exact_floor,Allocated
RB29937,E0727,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:30:00,2025-01-10 11:30:00,2025-01-10 12:00:00,90,60,Meeting,R034,Conference,2,4.0,12,16.0,30.0,similar_type_any_floor,Allocated
RB36519,E0206,2025-01-10,2025-01-10 10:30:00,2025-01-10 10:30:00,2025-01-10 12:15:00,2025-01-10 12:15:00,105,60,Training,R009,Focus,5,1.0,8,8.0,0.0,similar_type_any_floor,Allocated
RB02994,E0936,2025-01-10,2025-01-10 10:45:00,2025-01-10 10:45:00,2025-01-10 12:15:00,2025-01-10 12:15:00,90,60,Meeting,R024,Meeting,5,3.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB05618,E0970,2025-01-10,2025-01-10 10:45:00,2025-01-10 10:45:00,2025-01-10 11:45:00,2025-01-10 11:45:00,60,15,Focus,R011,Focus,2,2.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB06338,E0961,2025-01-10,2025-01-10 10:45:00,2025-01-10 10:45:00,2025-01-10 12:15:00,2025-01-10 12:15:00,90,30,Conference,R014,Conference,1,2.0,2,4.0,0.0,exact_type_nearby_floor,Allocated
RB10283,E0034,2025-01-10,2025-01-10 10:15:00,2025-01-10 10:45:00,2025-01-10 11:30:00,2025-01-10 12:00:00,75,30,Meeting,R008,Meeting,4,1.0,16,16.0,30.0,exact_type_any_floor,Allocated
RB13571,E0383,2025-01-10,2025-01-10 11:00:00,2025-01-10 11:00:00,2025-01-10 12:30:00,2025-01-10 12:30:00,90,15,Meeting,R025,Meeting,4,3.0,6,8.0,0.0,exact_type_nearby_floor,Allocated
RB36996,E0063,2025-01-10,2025-01-10 11:00:00,2025-01-10 11:00:00,2025-01-10 11:45:00,2025-01-10 11:45:00,45,60,Conference,R023,Conference,4,3.0,4,8.0,0.0,exact_type_nearby_floor,Allocated
RB09213,E0063,2025-01-10,2025-01-10 11:15:00,2025-01-10 11:15:00,2025-01-10 12:00:00,2025-01-10 12:00:00,45,15,Conference,R031,Conference,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB28597,E0835,2025-01-10,2025-01-10 11:30:00,2025-01-10 11:30:00,2025-01-10 13:00:00,2025-01-10 13:00:00,90,60,Conference,R045,Conference,5,5.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB08775,E0621,2025-01-10,2025-01-10 10:15:00,,2025-01-10 11:15:00,,60,15,Training,,,4,,12,,,skipped_no_room_available,Skipped
RB10002,E0149,2025-01-10,2025-01-10 09:15:00,,2025-01-10 10:45:00,,90,0,Conference,,,2,,10,,,skipped_no_room_available,Skipped
RB18509,E0575,2025-01-10,2025-01-10 08:45:00,,2025-01-10 10:15:00,,90,15,Meeting,,,5,,12,,,skipped_no_room_available,Skipped
RB26709,E0722,2025-01-10,2025-01-10 09:15:00,,2025-01-10 10:45:00,,90,0,Meeting,,,4,,6,,,skipped_no_room_available,Skipped
RB29153,E0519,2025-01-10,2025-01-10 09:15:00,,2025-01-10 10:15:00,,60,15,Conference,,,1,,10,,,skipped_no_room_available,Skipped
RB29978,E0416,2025-01-10,2025-01-10 10:30:00,,2025-01-10 11:45:00,,75,0,Meeting,,,5,,10,,,skipped_no_room_available,Skipped
RB36572,E0484,2025-01-10,2025-01-10 10:00:00,,2025-01-10 11:30:00,,90,0,Training,,,2,,10,,,skipped_no_room_available,Skipped
RB37788,E0875,2025-01-10,2025-01-10 10:45:00,,2025-01-10 12:15:00,,90,0,Focus,,,2,,10,,,skipped_no_room_available,Skipped
RB39491,E0361,2025-01-10,2025-01-10 09:00:00,,2025-01-10 10:00:00,,60,0,Meeting,,,3,,10,,,skipped_no_room_available,Skipped
RB04332,E0423,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:15:00,2025-01-13 09:15:00,75,60,Focus,R011,Focus,2,2.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB06693,E0031,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,0,Training,R040,Training,4,4.0,12,16.0,0.0,exact_type_exact_floor,Allocated
RB11696,E0327,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,60,Training,R018,Training,2,2.0,2,16.0,0.0,exact_type_exact_floor,Allocated
RB12963,E0867,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 08:30:00,2025-01-13 08:30:00,30,60,Meeting,R008,Meeting,4,1.0,12,16.0,0.0,exact_type_any_floor,Allocated
RB13267,E0784,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,0,Focus,R022,Focus,3,3.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB14441,E0998,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:00:00,2025-01-13 09:00:00,60,0,Conference,R045,Conference,5,5.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB19177,E0662,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 08:45:00,2025-01-13 08:45:00,45,60,Meeting,R003,Meeting,2,1.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB21964,E0231,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,60,Meeting,R038,Meeting,4,4.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB22464,E0735,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:00:00,2025-01-13 09:00:00,60,15,Meeting,R034,Conference,4,4.0,12,16.0,0.0,similar_type_exact_floor,Allocated
RB22469,E0618,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 08:30:00,2025-01-13 08:30:00,30,0,Conference,R023,Conference,4,3.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB22761,E0585,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:00:00,2025-01-13 09:00:00,60,60,Focus,R002,Focus,1,1.0,6,8.0,0.0,exact_type_exact_floor,Allocated
RB24765,E0713,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,60,Meeting,R005,Training,1,1.0,16,16.0,0.0,similar_type_exact_floor,Allocated
RB25372,E0544,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 08:45:00,2025-01-13 08:45:00,45,30,Conference,R006,Focus,2,1.0,10,16.0,0.0,similar_type_any_floor,Allocated
RB25516,E0218,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:00:00,2025-01-13 09:00:00,60,30,Meeting,R004,Meeting,2,1.0,8,8.0,0.0,exact_type_nearby_floor,Allocated
RB26911,E0861,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:15:00,2025-01-13 09:15:00,75,60,Focus,R041,Focus,5,5.0,4,16.0,0.0,exact_type_exact_floor,Allocated
RB33840,E0020,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,30,Training,R046,Training,2,5.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB38271,E0899,2025-01-13,2025-01-13 08:00:00,2025-01-13 08:00:00,2025-01-13 09:30:00,2025-01-13 09:30:00,90,15,Conference,R001,Conference,1,1.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB05145,E0012,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 09:15:00,2025-01-13 09:15:00,60,0,Training,R049,Training,5,5.0,2,8.0,0.0,exact_type_exact_floor,Allocated
RB10455,E0119,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 09:30:00,2025-01-13 09:30:00,75,0,Meeting,R024,Meeting,1,3.0,8,8.0,0.0,exact_type_any_floor,Allocated
RB11013,E0081,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 09:15:00,2025-01-13 09:15:00,60,30,Conference,R031,Conference,4,4.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB11529,E0563,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 09:00:00,2025-01-13 09:00:00,45,30,Meeting,R044,Meeting,5,5.0,2,4.0,0.0,exact_type_exact_floor,Allocated
RB12027,E0392,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 08:45:00,2025-01-13 08:45:00,30,30,Conference,R007,Conference,1,1.0,8,8.0,0.0,exact_type_exact_floor,Allocated
RB12248,E0954,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 10:15:00,2025-01-13 10:15:00,120,30,Meeting,R025,Meeting,1,3.0,4,8.0,0.0,exact_type_any_floor,Allocated
RB14692,E0563,2025-01-13,2025-01-13 08:15:00,2025-01-13 08:15:00,2025-01-13 09:15:00,2025-01-13 09:15:00,60,60,Meeting,R039,Meeting,5,4.0,4,4.0,0.0,exact_type_nearby_floor,Allocated
