employee_id,department,work_mode,preferred_floor,preferred_zone,preferred_start_hour,preferred_room_type,typical_capacity,typical_duration_minutes,preferred_flexibility_minutes
E0436,AI,Hybrid,4,Collaborative,9,Training,4,60,0
E0437,Engineering,Hybrid,1,Open,10,Conference,2,90,0
E0438,Operations,Hybrid,5,Open,9,Meeting,4,90,60
E0439,Marketing,Remote,4,Quiet,9,Focus,16,60,60
E0440,Engineering,Remote,1,Collaborative,8,Meeting,8,60,15
E0441,HR,Hybrid,4,Open,8,Training,6,60,0
E0442,Marketing,Office,5,Quiet,9,Meeting,4,90,15
E0443,Engineering,Remote,3,Open,9,Training,16,30,0
E0444,Operations,Hybrid,5,Open,9,Meeting,10,30,0
E0445,Marketing,Hybrid,2,Quiet,9,Conference,4,90,30
E0446,Operations,Remote,4,Collaborative,9,Training,2,60,15
E0447,Engineering,Hybrid,4,Open,9,Focus,2,45,30
E0448,Operations,Office,2,Collaborative,9,Focus,2,45,15
E0449,HR,Hybrid,2,Quiet,10,Training,8,105,120
E0450,Engineering,Remote,3,Quiet,10,Training,12,90,120
E0451,Engineering,Remote,4,Collaborative,9,Meeting,6,75,30
E0452,Engineering,Remote,4,Open,9,Meeting,10,60,15
E0453,AI,Hybrid,3,Quiet,9,Meeting,6,60,15
E0454,AI,Remote,1,Open,10,Meeting,8,120,30
E0455,AI,Office,3,Quiet,9,Meeting,8,120,60
E0456,HR,Hybrid,5,Collaborative,9,Conference,4,45,30
E0457,Marketing,Office,4,Open,8,Meeting,4,90,60
E0458,Operations,Hybrid,2,Open,9,Conference,8,45,120
E0459,Sales,Hybrid,5,Quiet,9,Meeting,2,45,15
E0460,Engineering,Hybrid,4,Collaborative,10,Meeting,4,75,30
E0461,Operations,Hybrid,3,Quiet,9,Conference,6,60,0
E0462,Engineering,Hybrid,5,Collaborative,9,Training,16,105,15
E0463,HR,Office,4,Open,10,Conference,6,30,30
E0464,Engineering,Hybrid,1,Quiet,10,Conference,10,60,15
E0465,AI,Office,1,Quiet,9,Meeting,6,105,60
E0466,Sales,Hybrid,2,Collaborative,9,Conference,10,90,0
E0467,Finance,Hybrid,4,Open,9,Meeting,8,45,30
E0468,Engineering,Hybrid,1,Open,10,Meeting,12,60,30
E0469,Operations,Office,3,Quiet,8,Meeting,6,75,60
E0470,AI,Hybrid,4,Open,10,Meeting,8,45,15
E0471,Finance,Office,3,Collaborative,9,Meeting,8,120,60
E0472,Sales,Remote,3,Collaborative,9,Focus,6,105,30
E0473,Finance,Office,1,Open,8,Focus,2,45,30
E0474,AI,Hybrid,4,Open,9,Meeting,2,45,0
E0475,Marketing,Hybrid,5,Open,9,Meeting,2,30,30
E0476,Marketing,Remote,1,Collaborative,8,Meeting,12,90,60
E0477,Finance,Hybrid,1,Collaborative,9,Meeting,4,45,30
E0478,HR,Remote,4,Open,10,Focus,4,60,60
E0479,Operations,Hybrid,4,Quiet,9,Meeting,8,60,30
E0480,Operations,Remote,3,Collaborative,9,Training,4,75,0
E0481,Finance,Office,4,Collaborative,8,Meeting,6,30,0
E0482,Engineering,Remote,3,Open,9,Focus,4,45,15
E0483,Engineering,Hybrid,1,Quiet,8,Meeting,16,105,60
E0484,Operations,Office,2,Quiet,9,Training,12,90,60
E0485,Operations,Hybrid,5,Open,10,Meeting,12,90,15
E0486,Marketing,Hybrid,1,Quiet,9,Conference,6,30,30
E0487,HR,Office,4,Collaborative,8,Meeting,10,60,30
E0488,AI,Remote,5,Quiet,9,Meeting,2,75,30
E0489,Engineering,Remote,2,Quiet,9,Focus,2,60,15
E0490,Operations,Office,2,Quiet,9,Focus,2,90,0
E0491,Marketing,Hybrid,3,Quiet,10,Training,8,75,0
E0492,Sales,Hybrid,5,Open,10,Conference,6,30,0
E0493,Marketing,Office,3,Quiet,9,Training,6,90,0
E0494,Engineering,Hybrid,1,Open,9,Meeting,2,120,0
E0495,Engineering,Hybrid,5,Collaborative,9,Meeting,6,30,30
E0496,Marketing,Hybrid,1,Collaborative,8,Meeting,8,60,15
E0497,AI,Hybrid,3,Collaborative,9,Conference,6,60,120
E0498,Finance,Hybrid,5,Collaborative,9,Meeting,8,60,0
E0499,Engineering,Hybrid,3,Open,9,Meeting,4,45,15
E0500,Marketing,Hybrid,5,Quiet,9,Conference,10,75,15
E0501,Operations,Hybrid,3,Collaborative,8,Training,8,120,0
E0502,Marketing,Remote,2,Open,9,Meeting,4,60,60
E0503,HR,Hybrid,3,Open,8,Meeting,4,30,0
E0504,Finance,Hybrid,2,Open,8,Meeting,8,75,120
E0505,Sales,Office,3,Collaborative,10,Meeting,10,60,60
E0506,AI,Hybrid,5,Open,8,Meeting,6,90,30
E0507,Sales,Remote,5,Collaborative,9,Conference,4,60,30
E0508,Finance,Office,5,Collaborative,8,Conference,12,45,60
E0509,Finance,Hybrid,4,Quiet,10,Conference,8,45,15
E0510,Finance,Hybrid,1,Collaborative,9,Meeting,6,90,30
E0511,Sales,Remote,5,Quiet,9,Training,6,60,0
E0512,Operations,Remote,2,Collaborative,9,Meeting,4,90,0
E0513,Finance,Hybrid,5,Open,9,Conference,8,45,30
E0514,Marketing,Office,4,Quiet,10,Training,4,60,30
E0515,Sales,Hybrid,2,Quiet,9,Meeting,16,60,60
E0516,Finance,Remote,4,Quiet,10,Meeting,6,105,0
E0517,Marketing,Hybrid,2,Open,10,Training,6,105,60
E0518,Operations,Remote,3,Collaborative,10,Meeting,8,45,15
E0519,HR,Office,1,Collaborative,9,Conference,12,60,15
E0520,Operations,Office,1,Open,9,Meeting,10,45,15
E0521,Finance,Hybrid,4,Open,9,Conference,6,60,30
E0522,Sales,Hybrid,1,Collaborative,10,Meeting,8,60,0
E0523,Engineering,Hybrid,4,Open,9,Meeting,8,90,30
E0524,Finance,Hybrid,4,Open,9,Conference,6,105,60
E0525,Engineering,Hybrid,4,Open,9,Meeting,4,60,30
E0526,Marketing,Office,1,Quiet,9,Meeting,6,60,30
E0527,HR,Hybrid,4,Open,10,Meeting,4,90,60
E0528,AI,Hybrid,1,Collaborative,8,Meeting,12,90,60
E0529,Operations,Remote,4,Quiet,10,Meeting,4,30,30
E0530,HR,Remote,5,Collaborative,9,Meeting,16,60,15
E0531,Finance,Remote,4,Quiet,10,Focus,6,60,60
E0532,Engineering,Remote,2,Quiet,9,Meeting,8,45,30
E0533,Operations,Hybrid,4,Open,9,Conference,6,45,15
E0534,Engineering,Hybrid,3,Quiet,10,Meeting,2,30,15
E0535,Sales,Office,4,Collaborative,9,Meeting,4,75,60
E0536,Engineering,Office,2,Collaborative,10,Focus,2,60,0
E0537,Sales,Hybrid,2,Quiet,9,Meeting,8,30,120
E0538,Marketing,Office,1,Open,9,Focus,6,45,0
E0539,Operations,Hybrid,5,Quiet,9,Meeting,10,90,60
E0540,Operations,Hybrid,4,Collaborative,9,Conference,4,90,15
E0541,AI,Hybrid,1,Collaborative,9,Conference,4,60,30
E0542,Finance,Hybrid,5,Quiet,8,Training,6,60,60
E0543,Sales,Hybrid,4,Quiet,9,Conference,12,120,30
E0544,AI,Hybrid,3,Open,8,Conference,8,45,30
E0545,Engineering,Remote,4,Open,10,Meeting,6,45,0
E0546,Engineering,Hybrid,2,Quiet,10,Meeting,6,60,0
E0547,AI,Hybrid,2,Open,9,Focus,2,45,15
E0548,Operations,Remote,3,Open,9,Meeting,16,60,60
E0549,Engineering,Remote,1,Open,9,Meeting,8,105,0
E0550,Marketing,Remote,5,Collaborative,9,Training,4,75,0
E0551,Marketing,Office,4,Collaborative,10,Meeting,8,60,30
E0552,AI,Office,2,Collaborative,10,Focus,2,105,30
E0553,Sales,Hybrid,1,Open,9,Conference,16,30,60
E0554,Sales,Hybrid,3,Open,10,Conference,4,45,0
E0555,AI,Hybrid,2,Quiet,9,Training,8,75,0
E0556,Sales,Hybrid,3,Collaborative,10,Meeting,4,75,120
E0557,Operations,Hybrid,4,Open,8,Meeting,8,30,15
E0558,Operations,Office,5,Open,9,Conference,10,60,60
E0559,Sales,Hybrid,2,Open,9,Meeting,8,75,60
E0560,Marketing,Hybrid,2,Open,9,Conference,8,75,60
E0561,Sales,Hybrid,4,Collaborative,8,Focus,12,75,0
E0562,Operations,Office,1,Collaborative,10,Meeting,2,60,60
E0563,HR,Hybrid,5,Open,8,Meeting,4,30,60
E0564,Finance,Remote,2,Quiet,9,Focus,4,60,30
E0565,Engineering,Hybrid,5,Collaborative,9,Meeting,16,45,15
E0566,HR,Hybrid,2,Open,9,Conference,4,105,15
E0567,Sales,Hybrid,5,Quiet,9,Meeting,8,60,0
E0568,Marketing,Office,3,Open,9,Focus,8,60,30
E0569,AI,Hybrid,2,Collaborative,8,Conference,4,90,30
E0570,Sales,Office,5,Open,8,Training,4,60,15
E0571,Marketing,Hybrid,1,Quiet,9,Training,4,60,30
E0572,Finance,Hybrid,3,Quiet,10,Meeting,6,90,15
E0573,Sales,Remote,3,Open,10,Meeting,4,90,30
E0574,Operations,Office,1,Quiet,8,Training,2,75,120
E0575,AI,Office,5,Open,9,Meeting,12,30,0
E0576,Marketing,Remote,4,Open,8,Training,16,75,15
E0577,Marketing,Remote,1,Quiet,8,Focus,4,90,0
E0578,Marketing,Office,5,Collaborative,9,Conference,4,45,30
E0579,Finance,Office,1,Collaborative,9,Conference,2,45,60
E0580,Sales,Office,1,Collaborative,8,Training,8,90,120
E0581,Finance,Office,2,Open,9,Training,10,30,15
E0582,Engineering,Office,5,Open,8,Meeting,2,90,120
E0583,Engineering,Office,4,Open,10,Meeting,4,60,0
E0584,Sales,Hybrid,2,Open,10,Meeting,10,60,30
E0585,Operations,Remote,1,Collaborative,8,Conference,8,30,0
E0586,Finance,Remote,1,Open,9,Conference,2,90,60
E0587,AI,Hybrid,1,Open,10,Conference,8,60,30
E0588,Marketing,Office,5,Open,10,Meeting,4,75,60
E0589,Marketing,Hybrid,5,Open,9,Conference,4,75,60
E0590,Sales,Hybrid,2,Quiet,8,Meeting,10,75,0
E0591,Operations,Office,4,Open,8,Conference,10,120,0
E0592,Engineering,Hybrid,2,Quiet,9,Conference,6,60,60
E0593,Engineering,Office,3,Collaborative,9,Meeting,12,60,15
E0594,Marketing,Office,1,Collaborative,8,Meeting,6,120,0
E0595,Sales,Hybrid,1,Open,9,Conference,10,75,30
E0596,Finance,Hybrid,1,Open,8,Conference,6,60,30
E0597,Engineering,Hybrid,2,Open,10,Meeting,12,45,0
E0598,Finance,Office,2,Open,9,Focus,12,90,15
E0599,Operations,Remote,1,Collaborative,8,Conference,2,60,0
E0600,Engineering,Office,2,Open,9,Focus,12,75,30
E0601,Engineering,Hybrid,5,Collaborative,9,Meeting,10,60,60
E0602,HR,Office,5,Collaborative,10,Conference,10,45,120
E0603,Engineering,Hybrid,2,Quiet,9,Training,4,75,30
E0604,AI,Office,1,Open,9,Conference,10,30,0
E0605,Sales,Hybrid,2,Open,9,Conference,12,60,120
E0606,Sales,Office,2,Collaborative,9,Meeting,4,75,30
E0607,Finance,Hybrid,2,Quiet,10,Meeting,16,60,0
E0608,Operations,Remote,3,Open,9,Meeting,2,90,120
E0609,Engineering,Hybrid,5,Quiet,9,Meeting,2,90,60
E0610,AI,Office,4,Open,8,Meeting,6,90,60
E0611,Finance,Remote,4,Open,9,Meeting,8,30,60
E0612,HR,Hybrid,3,Collaborative,10,Focus,8,45,15
E0613,Finance,Remote,2,Quiet,10,Meeting,2,60,15
E0614,Finance,Office,3,Open,9,Conference,16,105,60
E0615,Engineering,Hybrid,3,Open,9,Training,2,90,15
E0616,HR,Hybrid,1,Collaborative,10,Conference,2,90,30
E0617,Finance,Office,5,Open,10,Meeting,2,60,60
E0618,AI,Hybrid,4,Quiet,8,Conference,8,60,60
E0619,AI,Hybrid,2,Collaborative,9,Conference,12,60,30
E0620,Sales,Hybrid,4,Open,9,Conference,8,45,60
E0621,HR,Office,4,Open,10,Training,10,30,60
E0622,HR,Hybrid,5,Quiet,8,Focus,2,105,60
E0623,Sales,Remote,4,Open,9,Conference,6,60,15
E0624,Finance,Remote,4,Collaborative,10,Meeting,6,45,15
E0625,HR,Remote,3,Collaborative,8,Conference,6,30,15
E0626,AI,Office,5,Quiet,9,Meeting,2,105,0
E0627,AI,Hybrid,1,Open,9,Training,8,75,15
E0628,Engineering,Office,2,Quiet,9,Meeting,6,75,15
E0629,HR,Hybrid,4,Collaborative,9,Meeting,10,105,30
E0630,Finance,Hybrid,2,Quiet,9,Training,6,60,120
E0631,Sales,Hybrid,1,Open,8,Conference,2,75,0
E0632,Sales,Hybrid,2,Open,9,Meeting,8,30,60
E0633,Finance,Office,1,Open,10,Conference,4,45,60
E0634,Operations,Office,3,Quiet,10,Training,12,90,0
E0635,Marketing,Hybrid,4,Open,8,Meeting,8,90,120
E0636,Engineering,Hybrid,1,Collaborative,8,Training,4,60,30
E0637,Sales,Remote,2,Open,9,Meeting,16,60,15
E0638,HR,Hybrid,4,Open,9,Training,6,60,60
E0639,Engineering,Hybrid,3,Quiet,9,Training,2,30,15
E0640,HR,Hybrid,4,Open,9,Meeting,8,60,60
E0641,Operations,Office,1,Quiet,8,Meeting,4,45,0
E0642,AI,Office,3,Collaborative,8,Meeting,10,60,60
E0643,Engineering,Hybrid,2,Quiet,9,Conference,10,90,30
E0644,Sales,Hybrid,3,Collaborative,9,Conference,16,60,30
E0645,Engineering,Office,3,Collaborative,8,Conference,6,45,15
E0646,Engineering,Office,5,Open,9,Meeting,6,60,60
E0647,Engineering,Hybrid,3,Collaborative,9,Meeting,10,90,60
E0648,Marketing,Remote,3,Open,10,Meeting,2,60,30
E0649,Engineering,Hybrid,4,Collaborative,10,Meeting,6,30,30
E0650,HR,Hybrid,2,Quiet,9,Conference,6,60,30
E0651,AI,Remote,4,Open,9,Training,2,90,60
E0652,Operations,Hybrid,4,Quiet,9,Conference,6,75,30
E0653,Finance,Office,1,Collaborative,9,Meeting,12,90,60
E0654,Engineering,Hybrid,4,Open,9,Focus,12,120,60
E0655,Sales,Hybrid,5,Collaborative,10,Conference,2,90,30
E0656,Engineering,Remote,5,Quiet,9,Focus,2,75,15
E0657,Sales,Hybrid,1,Collaborative,10,Conference,4,60,30
E0658,HR,Remote,2,Open,9,Meeting,12,30,60
E0659,Sales,Hybrid,2,Open,8,Meeting,2,120,15
E0660,Finance,Hybrid,4,Open,9,Conference,8,60,30
E0661,AI,Hybrid,4,Open,9,Meeting,2,45,60
E0662,Sales,Office,4,Quiet,9,Meeting,8,75,15
E0663,Sales,Hybrid,2,Collaborative,9,Conference,4,60,30
E0664,AI,Remote,3,Open,8,Conference,10,75,15
E0665,Finance,Hybrid,5,Quiet,10,Conference,4,75,0
E0666,Engineering,Remote,3,Quiet,8,Meeting,8,60,60
E0667,Sales,Hybrid,3,Quiet,10,Meeting,4,90,0
E0668,AI,Remote,2,Collaborative,10,Conference,8,60,15
E0669,HR,Office,3,Open,10,Focus,12,60,60
E0670,AI,Office,1,Quiet,9,Conference,2,60,15
E0671,HR,Office,4,Collaborative,9,Focus,12,75,120
E0672,Finance,Office,1,Quiet,10,Training,8,90,120
E0673,Engineering,Office,5,Open,9,Conference,2,60,15
E0674,AI,Hybrid,4,Quiet,9,Meeting,6,75,0
E0675,Operations,Hybrid,3,Collaborative,9,Conference,4,45,60
E0676,Operations,Remote,5,Open,9,Conference,8,105,30
E0677,Marketing,Office,4,Open,9,Conference,10,60,0
E0678,Sales,Office,3,Collaborative,9,Conference,2,90,60
E0679,Finance,Hybrid,1,Collaborative,9,Conference,6,30,0
E0680,AI,Hybrid,4,Collaborative,10,Meeting,10,45,60
E0681,Operations,Hybrid,3,Quiet,9,Conference,12,60,0
E0682,Sales,Office,1,Quiet,10,Meeting,6,90,0
E0683,Operations,Hybrid,5,Collaborative,9,Training,16,60,0
E0684,AI,Hybrid,5,Quiet,10,Meeting,6,105,120
E0685,HR,Hybrid,5,Quiet,9,Meeting,4,60,60
E0686,AI,Hybrid,5,Open,10,Meeting,10,60,60
E0687,Marketing,Hybrid,2,Open,8,Conference,6,30,15
E0688,AI,Hybrid,4,Open,10,Meeting,6,90,15
E0689,AI,Office,4,Quiet,8,Meeting,6,60,15
E0690,Marketing,Hybrid,2,Quiet,10,Conference,10,90,30
E0691,Finance,Hybrid,3,Open,10,Meeting,10,105,30
E0692,AI,Hybrid,3,Quiet,9,Focus,6,105,30
E0693,Marketing,Hybrid,5,Quiet,9,Focus,4,60,15
E0694,Sales,Hybrid,1,Collaborative,10,Conference,6,75,120
E0695,HR,Hybrid,3,Open,9,Meeting,8,90,0
E0696,HR,Office,1,Open,10,Conference,4,45,120
E0697,AI,Hybrid,4,Quiet,8,Meeting,10,75,0
E0698,Finance,Office,1,Quiet,8,Conference,6,30,30
E0699,Finance,Remote,4,Open,10,Meeting,4,60,15
E0700,Sales,Office,2,Quiet,9,Focus,2,45,30
E0701,AI,Hybrid,2,Open,10,Meeting,4,45,30
E0702,HR,Hybrid,5,Open,9,Conference,12,60,30
E0703,Finance,Hybrid,3,Open,9,Conference,4,60,30
E0704,AI,Hybrid,5,Collaborative,9,Conference,4,75,60
E0705,Operations,Remote,4,Quiet,9,Meeting,6,30,60
E0706,Finance,Hybrid,5,Collaborative,9,Focus,4,60,60
E0707,Marketing,Hybrid,1,Open,9,Conference,2,45,15
E0708,Operations,Office,4,Open,9,Conference,4,75,30
E0709,Finance,Office,2,Quiet,9,Meeting,6,75,30
E0710,HR,Hybrid,3,Quiet,10,Conference,8,75,15
E0711,Engineering,Hybrid,4,Open,9,Meeting,4,90,30
E0712,Operations,Hybrid,4,Open,9,Meeting,6,60,15
E0713,Sales,Hybrid,1,Open,9,Meeting,16,90,0
E0714,Sales,Hybrid,3,Quiet,9,Training,4,60,15
E0715,HR,Hybrid,2,Collaborative,9,Meeting,4,60,0
E0716,Finance,Hybrid,4,Open,9,Meeting,4,75,60
E0717,AI,Hybrid,4,Open,8,Conference,6,30,60
E0718,Finance,Hybrid,1,Collaborative,8,Training,10,75,120
E0719,HR,Hybrid,5,Quiet,9,Meeting,4,75,60
E0720,Sales,Hybrid,2,Collaborative,10,Conference,8,60,0
E0721,Finance,Office,3,Quiet,8,Meeting,2,30,60
E0722,Sales,Office,4,Collaborative,9,Meeting,6,30,60
E0723,Operations,Hybrid,4,Open,9,Meeting,10,105,30
E0724,AI,Hybrid,2,Collaborative,9,Training,4,75,30
E0725,Operations,Hybrid,5,Open,10,Meeting,8,45,120
E0726,Sales,Office,4,Quiet,9,Meeting,4,60,30
E0727,Sales,Office,2,Open,9,Meeting,8,75,120
E0728,Engineering,Hybrid,1,Open,8,Training,2,90,0
E0729,Engineering,Remote,5,Quiet,8,Meeting,12,30,0
E0730,Operations,Hybrid,3,Quiet,9,Meeting,4,45,30
E0731,Marketing,Hybrid,4,Collaborative,8,Meeting,12,90,30
E0732,Operations,Office,2,Quiet,9,Meeting,4,30,60
E0733,Engineering,Remote,1,Open,9,Conference,8,45,120
E0734,Sales,Office,3,Open,9,Conference,4,120,15
E0735,HR,Office,2,Collaborative,8,Meeting,12,75,0
E0736,Operations,Hybrid,2,Quiet,9,Meeting,2,60,60
E0737,Sales,Office,3,Collaborative,9,Meeting,4,30,30
E0738,HR,Hybrid,1,Open,10,Meeting,6,30,0
E0739,HR,Remote,1,Quiet,8,Meeting,2,60,30
E0740,Engineering,Hybrid,5,Collaborative,10,Training,4,90,60
E0741,Operations,Office,4,Open,9,Focus,12,60,60
E0742,Finance,Hybrid,3,Open,9,Focus,16,90,30
E0743,AI,Office,3,Quiet,9,Training,4,105,15
E0744,Engineering,Hybrid,3,Open,8,Conference,12,60,120
E0745,Engineering,Office,1,Quiet,8,Conference,6,45,60
E0746,Finance,Hybrid,4,Quiet,9,Meeting,4,60,30
E0747,AI,Hybrid,5,Open,9,Conference,8,90,15
E0748,Sales,Hybrid,2,Open,10,Conference,8,90,60
E0749,Marketing,Hybrid,2,Quiet,9,Conference,16,30,15
E0750,Operations,Remote,3,Quiet,8,Training,4,75,0
E0751,Marketing,Hybrid,4,Quiet,9,Meeting,8,75,30
E0752,Sales,Remote,1,Quiet,9,Meeting,2,90,15
E0753,Engineering,Hybrid,4,Quiet,9,Focus,2,45,30
E0754,AI,Hybrid,4,Quiet,9,Meeting,2,60,0
E0755,Engineering,Office,1,Collaborative,10,Conference,16,90,60
E0756,HR,Office,3,Open,10,Focus,10,60,15
E0757,Engineering,Hybrid,4,Open,9,Conference,10,60,0
E0758,Engineering,Hybrid,2,Open,9,Conference,6,30,0
E0759,Sales,Office,1,Quiet,10,Meeting,4,60,120
E0760,Sales,Hybrid,5,Open,9,Meeting,4,60,60
E0761,Sales,Remote,3,Open,8,Training,4,105,15
E0762,Marketing,Remote,1,Open,9,Conference,4,60,60
E0763,HR,Office,5,Open,9,Conference,10,60,30
E0764,Sales,Hybrid,5,Open,9,Meeting,6,75,120
E0765,AI,Office,4,Collaborative,9,Meeting,2,45,15
E0766,Marketing,Hybrid,4,Quiet,9,Focus,2,60,60
E0767,Finance,Hybrid,4,Open,8,Meeting,2,90,0
E0768,AI,Hybrid,1,Open,9,Conference,6,90,15
E0769,Operations,Hybrid,1,Open,9,Meeting,12,75,120
E0770,Operations,Remote,3,Collaborative,9,Conference,8,75,30
E0771,AI,Office,4,Quiet,9,Focus,10,45,15
E0772,Sales,Office,5,Collaborative,9,Conference,6,105,0
E0773,Finance,Hybrid,2,Open,8,Meeting,4,45,60
E0774,Finance,Hybrid,3,Collaborative,8,Conference,2,90,30
E0775,Marketing,Hybrid,1,Collaborative,10,Training,12,60,15
E0776,Finance,Remote,3,Quiet,10,Meeting,10,105,120
E0777,Operations,Hybrid,3,Collaborative,9,Training,4,90,0
E0778,HR,Remote,3,Open,8,Conference,6,90,15
E0779,Sales,Hybrid,3,Open,9,Training,6,45,120
E0780,Finance,Hybrid,2,Open,9,Conference,8,60,15
E0781,Marketing,Office,4,Collaborative,10,Meeting,12,75,15
E0782,Operations,Hybrid,5,Open,8,Meeting,8,90,30
E0783,HR,Remote,3,Quiet,8,Meeting,6,30,60
E0784,Engineering,Remote,3,Open,9,Focus,2,120,0
E0785,Engineering,Hybrid,3,Collaborative,9,Training,2,90,120
E0786,HR,Hybrid,4,Collaborative,9,Conference,4,60,60
E0787,Operations,Hybrid,1,Open,8,Meeting,2,90,0
E0788,Marketing,Remote,1,Open,9,Meeting,8,60,60
E0789,HR,Hybrid,2,Quiet,10,Training,8,60,15
E0790,Sales,Office,1,Open,10,Conference,2,60,30
E0791,Sales,Office,3,Quiet,9,Meeting,10,75,60
E0792,Engineering,Office,3,Collaborative,9,Conference,4,90,120
E0793,Finance,Hybrid,3,Quiet,8,Meeting,4,60,0
E0794,Marketing,Office,2,Collaborative,9,Meeting,4,75,30
E0795,Engineering,Remote,3,Collaborative,9,Conference,4,75,30
E0796,Finance,Hybrid,1,Quiet,9,Meeting,4,90,15
E0797,Finance,Hybrid,4,Collaborative,9,Focus,6,30,15
E0798,Sales,Remote,4,Open,9,Meeting,6,90,0
E0799,Operations,Hybrid,5,Quiet,8,Meeting,16,60,60
E0800,AI,Remote,1,Open,9,Meeting,2,60,30
E0801,Operations,Hybrid,3,Collaborative,8,Training,2,60,0
E0802,AI,Hybrid,4,Open,8,Meeting,2,60,60
E0803,HR,Remote,1,Quiet,10,Conference,8,90,60
E0804,Sales,Hybrid,4,Quiet,9,Meeting,2,60,30
E0805,Finance,Hybrid,3,Quiet,9,Meeting,10,90,15
E0806,Marketing,Hybrid,4,Quiet,10,Meeting,6,30,30
E0807,AI,Hybrid,5,Quiet,10,Training,6,60,15
E0808,Operations,Hybrid,5,Open,9,Training,8,120,15
E0809,Finance,Hybrid,4,Open,10,Meeting,4,90,60
E0810,AI,Remote,1,Open,9,Conference,4,45,0
E0811,AI,Hybrid,1,Open,9,Focus,4,60,0
E0812,AI,Office,1,Quiet,9,Meeting,8,45,0
E0813,Marketing,Hybrid,4,Quiet,9,Training,4,60,0
E0814,Sales,Office,1,Collaborative,9,Meeting,2,90,0
E0815,Marketing,Hybrid,3,Quiet,9,Focus,16,90,120
E0816,Engineering,Remote,5,Collaborative,8,Training,2,45,15
E0817,Finance,Hybrid,3,Collaborative,9,Focus,10,105,0
E0818,Sales,Hybrid,1,Collaborative,8,Conference,10,75,15
E0819,Sales,Hybrid,3,Collaborative,9,Meeting,4,60,120
E0820,Sales,Hybrid,1,Open,9,Focus,2,60,30
E0821,Operations,Hybrid,4,Open,9,Meeting,2,75,15
E0822,Sales,Hybrid,3,Collaborative,10,Meeting,8,75,60
E0823,Marketing,Office,4,Open,10,Conference,8,60,15
E0824,Sales,Hybrid,4,Open,9,Training,10,60,15
E0825,HR,Hybrid,2,Collaborative,9,Focus,12,45,15
E0826,Finance,Office,1,Collaborative,9,Meeting,8,90,15
E0827,Sales,Office,5,Collaborative,8,Training,4,75,15
E0828,Finance,Hybrid,1,Open,8,Conference,4,45,60
E0829,HR,Hybrid,5,Open,9,Meeting,10,90,15
E0830,HR,Hybrid,1,Quiet,9,Meeting,4,105,30
E0831,Finance,Office,4,Collaborative,9,Meeting,2,105,0
E0832,AI,Office,3,Collaborative,10,Meeting,8,60,0
E0833,Engineering,Hybrid,3,Collaborative,8,Focus,6,45,30
E0834,Operations,Office,2,Quiet,8,Conference,12,60,120
E0835,AI,Office,5,Open,10,Conference,8,30,15
E0836,AI,Hybrid,5,Open,8,Focus,2,105,60
E0837,Marketing,Remote,5,Open,9,Meeting,12,45,15
E0838,Operations,Hybrid,4,Open,9,Training,4,60,0
E0839,Operations,Hybrid,5,Open,9,Meeting,4,60,0
E0840,AI,Hybrid,3,Collaborative,8,Training,6,60,15
E0841,Sales,Hybrid,4,Open,8,Meeting,2,90,0
E0842,Marketing,Hybrid,1,Quiet,8,Focus,6,60,0
E0843,Marketing,Remote,5,Open,9,Meeting,2,45,60
E0844,HR,Hybrid,5,Quiet,9,Meeting,6,60,0
E0845,Operations,Hybrid,1,Open,9,Training,4,60,30
E0846,AI,Hybrid,5,Quiet,9,Meeting,10,45,15
E0847,HR,Remote,1,Quiet,10,Conference,10,75,30
E0848,Finance,Hybrid,4,Quiet,8,Meeting,4,75,30
E0849,Engineering,Hybrid,3,Quiet,9,Conference,4,90,15
E0850,Marketing,Hybrid,1,Open,9,Meeting,4,105,15
E0851,Finance,Hybrid,2,Open,9,Meeting,4,105,60
E0852,Finance,Remote,1,Collaborative,9,Meeting,10,105,60
E0853,Sales,Remote,5,Quiet,9,Conference,8,60,0
E0854,Engineering,Hybrid,4,Quiet,10,Meeting,4,45,0
E0855,Finance,Remote,4,Quiet,10,Meeting,4,60,60
E0856,Finance,Office,1,Quiet,9,Meeting,2,90,15
E0857,Engineering,Remote,3,Open,9,Meeting,8,120,30
E0858,Engineering,Hybrid,2,Quiet,9,Conference,2,90,15
E0859,Finance,Hybrid,4,Collaborative,9,Training,16,30,0
E0860,Engineering,Hybrid,5,Quiet,9,Meeting,10,105,30
E0861,Finance,Office,5,Quiet,8,Conference,4,60,30
E0862,Finance,Hybrid,3,Collaborative,9,Conference,8,30,15
E0863,Sales,Hybrid,4,Open,9,Meeting,12,60,30
E0864,AI,Hybrid,1,Quiet,9,Conference,8,30,60
E0865,Finance,Office,5,Quiet,10,Meeting,4,75,30
E0866,HR,Hybrid,3,Collaborative,8,Conference,4,60,0
E0867,Marketing,Office,4,Quiet,9,Meeting,10,60,30
E0868,Operations,Remote,4,Quiet,8,Conference,8,75,60
E0869,AI,Hybrid,4,Open,10,Conference,8,90,60
E0870,AI,Office,4,Open,9,Meeting,12,75,30
E0871,AI,Hybrid,4,Collaborative,9,Meeting,12,60,0
E0872,Sales,Remote,5,Collaborative,9,Focus,12,90,60
E0873,Finance,Hybrid,3,Collaborative,9,Meeting,2,90,60
E0874,Sales,Office,4,Collaborative,10,Conference,6,30,0
