booking_id,employee_id,booking_date,requested_start_datetime,requested_end_datetime,requested_duration_minutes,requested_room_type,requested_capacity,max_time_flexibility_minutes,requested_floor
RB16455,E0124,2025-04-28,2025-04-28 10:30:00,2025-04-28 12:15:00,105,Focus,8,120,2
RB16620,E0276,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:45:00,75,Conference,8,30,4
RB18051,E0877,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:45:00,75,Conference,2,0,4
RB21022,E0344,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:30:00,60,Meeting,6,30,4
RB32680,E0128,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:15:00,45,Conference,8,120,5
RB32875,E0505,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:30:00,60,Meeting,8,0,3
RB34554,E0416,2025-04-28,2025-04-28 10:30:00,2025-04-28 11:00:00,30,Meeting,8,15,5
RB38971,E0367,2025-04-28,2025-04-28 10:30:00,2025-04-28 12:00:00,90,Meeting,8,15,2
RB39306,E0573,2025-04-28,2025-04-28 10:30:00,2025-04-28 12:00:00,90,Conference,10,15,3
RB07896,E0391,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:15:00,30,Focus,4,30,3
RB12980,E0616,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Conference,2,30,1
RB14545,E0408,2025-04-28,2025-04-28 10:45:00,2025-04-28 12:15:00,90,Meeting,6,60,4
RB23821,E0159,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Focus,6,60,5
RB23949,E0830,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:30:00,45,Meeting,6,15,1
RB25822,E0138,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Meeting,4,120,1
RB26381,E0152,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Conference,10,15,5
RB27605,E0463,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:15:00,30,Conference,4,0,4
RB33650,E0781,2025-04-28,2025-04-28 10:45:00,2025-04-28 12:15:00,90,Meeting,16,30,5
RB35357,E0370,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Meeting,2,60,3
RB36278,E0357,2025-04-28,2025-04-28 10:45:00,2025-04-28 11:45:00,60,Meeting,10,60,5
RB13761,E0669,2025-04-28,2025-04-28 11:00:00,2025-04-28 12:30:00,90,Focus,2,120,3
RB17289,E0337,2025-04-28,2025-04-28 11:00:00,2025-04-28 11:30:00,30,Meeting,4,0,1
RB18461,E0337,2025-04-28,2025-04-28 11:00:00,2025-04-28 12:30:00,90,Meeting,4,60,1
RB01583,E0918,2025-04-28,2025-04-28 11:15:00,2025-04-28 13:15:00,120,Focus,4,30,1
RB12122,E0587,2025-04-28,2025-04-28 11:15:00,2025-04-28 12:45:00,90,Conference,10,0,1
RB15478,E0024,2025-04-28,2025-04-28 11:15:00,2025-04-28 12:15:00,60,Conference,12,15,3
RB01015,E0672,2025-04-28,2025-04-28 11:30:00,2025-04-28 13:00:00,90,Training,6,0,1
RB16356,E0874,2025-04-28,2025-04-28 11:30:00,2025-04-28 13:00:00,90,Conference,6,60,4
RB26276,E0551,2025-04-28,2025-04-28 11:30:00,2025-04-28 13:00:00,90,Focus,8,30,4
RB32724,E0260,2025-04-28,2025-04-28 11:30:00,2025-04-28 12:30:00,60,Conference,4,60,1
RB35632,E0835,2025-04-28,2025-04-28 11:30:00,2025-04-28 13:00:00,90,Conference,8,60,5
RB00505,E0249,2025-04-28,2025-04-28 11:45:00,2025-04-28 13:15:00,90,Training,4,15,4
RB04157,E0284,2025-04-28,2025-04-28 11:45:00,2025-04-28 12:45:00,60,Conference,4,60,1
RB18155,E0923,2025-04-29,2025-04-29 08:00:00,2025-04-29 09:00:00,60,Meeting,12,30,1
RB21772,E0041,2025-04-29,2025-04-29 08:00:00,2025-04-29 09:00:00,60,Conference,8,30,5
RB24085,E0020,2025-04-29,2025-04-29 08:00:00,2025-04-29 09:30:00,90,Meeting,10,120,2
RB33511,E0892,2025-04-29,2025-04-29 08:00:00,2025-04-29 09:45:00,105,Meeting,2,30,5
RB02212,E0938,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:45:00,90,Conference,4,15,5
RB03049,E0419,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:30:00,75,Focus,12,15,3
RB09358,E0949,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:15:00,60,Focus,10,15,4
RB10675,E0570,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:45:00,90,Training,2,60,5
RB13551,E0237,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:30:00,75,Training,12,120,5
RB13812,E0051,2025-04-29,2025-04-29 08:15:00,2025-04-29 08:45:00,30,Training,4,15,3
RB16352,E0420,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:15:00,60,Conference,16,120,1
RB23522,E0487,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:00:00,45,Training,12,60,4
RB24250,E0787,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:00:00,45,Meeting,4,0,1
RB28065,E0508,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:15:00,60,Conference,10,120,5
RB36905,E0269,2025-04-29,2025-04-29 08:15:00,2025-04-29 10:15:00,120,Conference,8,15,1
RB37359,E0093,2025-04-29,2025-04-29 08:15:00,2025-04-29 08:45:00,30,Conference,4,60,5
RB38104,E0866,2025-04-29,2025-04-29 08:15:00,2025-04-29 09:30:00,75,Conference,4,0,3
RB02531,E0743,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:00:00,90,Training,4,15,3
RB02785,E0272,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:30:00,120,Focus,10,60,2
RB07980,E0721,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:45:00,75,Meeting,2,30,3
RB10330,E0582,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:00:00,90,Meeting,2,60,5
RB14945,E0495,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:45:00,75,Meeting,4,30,5
RB19549,E0208,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:30:00,60,Meeting,8,120,3
RB22080,E0591,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:00:00,90,Conference,10,15,4
RB23084,E0591,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:15:00,105,Conference,10,120,4
RB23353,E0882,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:45:00,75,Meeting,6,60,1
RB24165,E0544,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:30:00,60,Conference,8,15,3
RB26201,E0950,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:30:00,60,Meeting,12,60,2
RB27385,E0234,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:00:00,90,Focus,8,60,1
RB32270,E0574,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:30:00,60,Training,2,30,1
RB35883,E0041,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:15:00,105,Conference,6,60,2
RB36224,E0166,2025-04-29,2025-04-29 08:30:00,2025-04-29 10:00:00,90,Conference,6,15,4
RB38565,E0292,2025-04-29,2025-04-29 08:30:00,2025-04-29 09:45:00,75,Focus,4,60,4
RB05577,E0827,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:00:00,75,Training,6,120,5
RB07314,E0272,2025-04-29,2025-04-29 08:45:00,2025-04-29 09:45:00,60,Focus,10,15,2
RB08691,E0991,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:30:00,105,Conference,8,15,4
RB10411,E0392,2025-04-29,2025-04-29 08:45:00,2025-04-29 09:45:00,60,Conference,16,30,1
RB13952,E0417,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:00:00,75,Meeting,10,120,1
RB15316,E0062,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:15:00,90,Conference,8,60,2
RB15729,E0394,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:15:00,90,Training,12,30,3
RB23783,E0540,2025-04-29,2025-04-29 08:45:00,2025-04-29 09:45:00,60,Conference,4,60,5
RB24047,E0782,2025-04-29,2025-04-29 08:45:00,2025-04-29 10:00:00,75,Meeting,8,0,5
RB00280,E0396,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:30:00,30,Conference,12,60,2
RB01573,E0010,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:15:00,75,Meeting,12,60,1
RB03098,E0126,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:00:00,60,Conference,6,30,4
RB05153,E0569,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:00:00,60,Conference,4,0,2
RB08259,E0153,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:45:00,45,Conference,8,60,2
RB08618,E0681,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:30:00,30,Conference,12,60,3
RB09048,E0011,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:45:00,45,Conference,6,15,4
RB16769,E0256,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:00:00,60,Focus,2,30,1
RB17588,E0885,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:30:00,90,Meeting,16,15,2
RB22965,E0999,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:30:00,30,Meeting,6,30,5
RB24087,E0647,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:45:00,45,Meeting,8,15,3
RB27302,E0879,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:00:00,60,Training,2,30,1
RB27884,E0992,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:30:00,30,Meeting,2,15,3
RB28958,E0074,2025-04-29,2025-04-29 09:00:00,2025-04-29 10:15:00,75,Meeting,4,60,4
RB36636,E0935,2025-04-29,2025-04-29 09:00:00,2025-04-29 09:45:00,45,Conference,10,60,4
RB39328,E0258,2025-04-29,2025-04-29 09:00:00,2025-04-29 11:00:00,120,Meeting,4,0,1
RB00385,E0398,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Training,4,30,1
RB00534,E0726,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Focus,6,30,4
RB04252,E0623,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:00:00,105,Conference,16,60,4
RB06036,E0212,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Focus,2,60,5
RB07105,E0025,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:00:00,105,Meeting,10,60,5
RB08512,E0479,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:15:00,60,Conference,8,0,4
RB09868,E0869,2025-04-29,2025-04-29 09:15:00,2025-04-29 09:45:00,30,Meeting,8,60,4
RB11392,E0164,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:00:00,105,Meeting,6,120,4
RB11752,E0814,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Meeting,2,30,1
RB11908,E0357,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Training,10,30,5
RB12201,E0196,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:00:00,105,Meeting,10,15,5
RB12373,E0487,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Meeting,8,0,4
RB13194,E0161,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Meeting,8,60,4
RB16517,E0090,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Meeting,16,0,4
RB18613,E0189,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Conference,10,30,4
RB19079,E0215,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Training,8,30,4
RB21111,E0462,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:15:00,60,Training,4,60,5
RB23162,E0919,2025-04-29,2025-04-29 09:15:00,2025-04-29 09:45:00,30,Conference,6,30,1
RB23681,E0474,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:00:00,45,Training,2,0,4
RB24514,E0628,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Conference,6,15,5
RB28414,E0481,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:30:00,75,Meeting,6,30,4
RB29435,E0490,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:15:00,120,Focus,2,120,2
RB29634,E0670,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:00:00,45,Conference,4,30,1
RB31934,E0726,2025-04-29,2025-04-29 09:15:00,2025-04-29 11:15:00,120,Meeting,6,60,4
RB35423,E0040,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:15:00,60,Meeting,4,15,4
RB36114,E0301,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:00:00,45,Conference,6,30,3
RB37569,E0055,2025-04-29,2025-04-29 09:15:00,2025-04-29 10:45:00,90,Conference,6,60,3
RB01444,E0812,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Meeting,2,15,2
RB01969,E0239,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:00:00,30,Meeting,12,30,4
RB02631,E0307,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:00:00,90,Training,2,15,4
RB04684,E0578,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Conference,4,0,5
RB10528,E0251,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:00:00,90,Training,4,60,1
RB11745,E0715,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Meeting,2,60,2
RB12448,E0679,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:30:00,120,Conference,6,15,1
RB12498,E0756,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Focus,12,30,3
RB12499,E0826,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Meeting,6,15,3
RB13344,E0553,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:00:00,30,Conference,16,0,1
RB13377,E0004,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Meeting,8,60,1
RB14457,E0118,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Training,4,15,4
RB18258,E0132,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:00:00,90,Conference,6,30,2
RB18470,E0654,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:30:00,120,Focus,12,60,4
RB19863,E0416,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Meeting,2,15,5
RB20240,E0650,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Conference,6,0,2
RB21289,E0351,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Focus,4,30,2
RB21434,E0779,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Training,6,15,3
RB21995,E0050,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:00:00,30,Meeting,6,15,2
RB23706,E0786,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Conference,4,30,4
RB26002,E0889,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Conference,6,0,2
RB29531,E0736,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Meeting,2,15,3
RB30304,E0979,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:00:00,90,Meeting,16,60,1
RB30342,E0438,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Meeting,8,15,5
RB31552,E0757,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Conference,10,60,2
RB32802,E0294,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:15:00,105,Conference,10,60,2
RB34051,E0115,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:15:00,45,Conference,8,30,5
RB35595,E0844,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:30:00,60,Meeting,10,0,5
RB36345,E0638,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:00:00,30,Training,6,30,4
RB36789,E0394,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:00:00,30,Training,12,30,3
RB37032,E0931,2025-04-29,2025-04-29 09:30:00,2025-04-29 10:45:00,75,Meeting,4,0,4
RB37064,E0236,2025-04-29,2025-04-29 09:30:00,2025-04-29 11:30:00,120,Training,2,30,3
RB05671,E0289,2025-04-29,2025-04-29 09:45:00,2025-04-29 11:15:00,90,Conference,12,30,4
RB08056,E0895,2025-04-29,2025-04-29 09:45:00,2025-04-29 11:00:00,75,Conference,16,60,3
RB11353,E0754,2025-04-29,2025-04-29 09:45:00,2025-04-29 11:15:00,90,Meeting,2,15,4
RB13198,E0605,2025-04-29,2025-04-29 09:45:00,2025-04-29 11:00:00,75,Conference,12,0,2
RB14981,E0813,2025-04-29,2025-04-29 09:45:00,2025-04-29 10:45:00,60,Training,2,30,4
RB18864,E0916,2025-04-29,2025-04-29 09:45:00,2025-04-29 10:45:00,60,Conference,4,60,5
RB20191,E0138,2025-04-29,2025-04-29 09:45:00,2025-04-29 10:15:00,30,Conference,6,60,3
RB27852,E0951,2025-04-29,2025-04-29 09:45:00,2025-04-29 11:00:00,75,Conference,2,60,2
RB29967,E0445,2025-04-29,2025-04-29 09:45:00,2025-04-29 10:45:00,60,Conference,2,120,2
RB35426,E0076,2025-04-29,2025-04-29 09:45:00,2025-04-29 10:15:00,30,Meeting,2,120,3
RB01157,E0023,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:30:00,90,Conference,8,0,1
RB03122,E0268,2025-04-29,2025-04-29 10:00:00,2025-04-29 10:30:00,30,Meeting,10,60,4
RB03525,E0262,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:30:00,90,Meeting,10,15,4
RB05699,E0552,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:30:00,90,Focus,2,120,2
RB07214,E0986,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:30:00,90,Conference,12,15,5
RB09689,E0416,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:15:00,75,Training,6,60,5
RB12300,E0961,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:15:00,75,Conference,16,0,1
RB12880,E0969,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:15:00,75,Conference,4,30,3
RB21819,E0665,2025-04-29,2025-04-29 10:00:00,2025-04-29 10:30:00,30,Conference,2,15,5
RB21993,E0219,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:30:00,90,Training,4,30,5
RB29697,E0669,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:00:00,60,Focus,10,30,2
RB31789,E0006,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:15:00,75,Conference,6,60,3
RB39123,E0248,2025-04-29,2025-04-29 10:00:00,2025-04-29 11:00:00,60,Conference,10,15,5
RB01952,E0748,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:00:00,45,Conference,10,120,5
RB03301,E0823,2025-04-29,2025-04-29 10:15:00,2025-04-29 10:45:00,30,Conference,10,60,4
RB05060,E0057,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:00:00,45,Focus,6,60,4
RB05087,E0921,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Conference,4,60,5
RB08453,E0071,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:45:00,90,Meeting,12,15,1
RB13123,E0616,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Conference,2,15,1
RB18207,E0680,2025-04-29,2025-04-29 10:15:00,2025-04-29 10:45:00,30,Meeting,10,30,4
RB18469,E0581,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Training,8,0,2
RB18807,E0036,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Focus,4,0,1
RB19051,E0134,2025-04-29,2025-04-29 10:15:00,2025-04-29 12:15:00,120,Meeting,4,60,5
RB19548,E0587,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:45:00,90,Conference,6,0,2
RB19617,E0329,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Conference,4,15,5
RB20426,E0988,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Training,6,30,2
RB23870,E0908,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:45:00,90,Meeting,4,15,1
RB26721,E0633,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:30:00,75,Conference,4,30,1
RB26826,E0597,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Meeting,10,15,2
RB33362,E0657,2025-04-29,2025-04-29 10:15:00,2025-04-29 10:45:00,30,Conference,4,60,1
RB36075,E0679,2025-04-29,2025-04-29 10:15:00,2025-04-29 10:45:00,30,Meeting,6,60,1
RB38058,E0409,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:15:00,60,Meeting,2,30,2
RB38531,E0027,2025-04-29,2025-04-29 10:15:00,2025-04-29 11:30:00,75,Training,4,30,4
RB00460,E0759,2025-04-29,2025-04-29 10:30:00,2025-04-29 12:00:00,90,Meeting,6,15,1
RB02229,E0205,2025-04-29,2025-04-29 10:30:00,2025-04-29 11:30:00,60,Training,8,0,4
RB04990,E0534,2025-04-29,2025-04-29 10:30:00,2025-04-29 12:00:00,90,Meeting,2,30,3
RB05019,E0369,2025-04-29,2025-04-29 10:30:00,2025-04-29 11:00:00,30,Conference,8,0,5
RB10809,E0324,2025-04-29,2025-04-29 10:30:00,2025-04-29 12:00:00,90,Meeting,8,30,4
RB21817,E0144,2025-04-29,2025-04-29 10:30:00,2025-04-29 12:00:00,90,Meeting,8,120,5
RB30556,E0815,2025-04-29,2025-04-29 10:30:00,2025-04-29 12:30:00,120,Focus,16,0,3
RB33756,E0870,2025-04-29,2025-04-29 10:30:00,2025-04-29 11:00:00,30,Meeting,12,15,5
RB34178,E0845,2025-04-29,2025-04-29 10:30:00,2025-04-29 11:45:00,75,Training,2,0,1
RB09567,E0672,2025-04-29,2025-04-29 10:45:00,2025-04-29 11:30:00,45,Training,10,30,1
RB11678,E0959,2025-04-29,2025-04-29 10:45:00,2025-04-29 12:15:00,90,Meeting,6,15,4
RB12890,E0672,2025-04-29,2025-04-29 10:45:00,2025-04-29 12:00:00,75,Training,6,120,1
RB16061,E0961,2025-04-29,2025-04-29 10:45:00,2025-04-29 11:45:00,60,Conference,2,15,1
RB18409,E0421,2025-04-29,2025-04-29 10:45:00,2025-04-29 12:00:00,75,Meeting,4,30,3
RB30838,E0031,2025-04-29,2025-04-29 10:45:00,2025-04-29 12:15:00,90,Meeting,10,30,4
RB36487,E0709,2025-04-29,2025-04-29 10:45:00,2025-04-29 11:45:00,60,Meeting,4,60,2
RB02065,E0720,2025-04-29,2025-04-29 11:00:00,2025-04-29 12:00:00,60,Conference,8,30,2
RB15536,E0854,2025-04-29,2025-04-29 11:00:00,2025-04-29 12:15:00,75,Meeting,4,30,4
RB17319,E0369,2025-04-29,2025-04-29 11:00:00,2025-04-29 12:00:00,60,Conference,2,60,5
RB25627,E0953,2025-04-29,2025-04-29 11:00:00,2025-04-29 12:15:00,75,Conference,10,0,4
RB12455,E0222,2025-04-29,2025-04-29 11:30:00,2025-04-29 12:00:00,30,Meeting,16,15,5
RB38882,E0672,2025-04-29,2025-04-29 11:30:00,2025-04-29 12:30:00,60,Training,8,30,1
RB12903,E0835,2025-04-29,2025-04-29 11:45:00,2025-04-29 13:00:00,75,Conference,2,0,5
RB13825,E0437,2025-04-29,2025-04-29 11:45:00,2025-04-29 12:30:00,45,Conference,4,0,1
RB00316,E0500,2025-04-30,2025-04-30 08:00:00,2025-04-30 10:00:00,120,Conference,10,0,5
RB01000,E0388,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:30:00,90,Meeting,10,30,2
RB01913,E0792,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:00:00,60,Conference,4,120,3
RB14307,E0774,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:15:00,75,Conference,8,15,3
RB19287,E0197,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:30:00,90,Training,12,0,4
RB19714,E0731,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:30:00,90,Meeting,6,60,4
RB27251,E0428,2025-04-30,2025-04-30 08:00:00,2025-04-30 08:45:00,45,Meeting,2,15,2
RB35377,E0569,2025-04-30,2025-04-30 08:00:00,2025-04-30 08:30:00,30,Conference,4,30,2
RB36698,E0788,2025-04-30,2025-04-30 08:00:00,2025-04-30 09:15:00,75,Meeting,10,120,1
RB01121,E0387,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Training,10,0,2
RB04002,E0009,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Training,4,15,2
RB09466,E0469,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Meeting,4,0,3
RB09741,E0293,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Conference,2,15,5
RB10727,E0741,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Focus,12,30,4
RB14938,E0561,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Focus,12,60,4
RB17303,E0099,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Meeting,12,30,1
RB18299,E0473,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:30:00,75,Focus,2,0,1
RB23222,E0397,2025-04-30,2025-04-30 08:15:00,2025-04-30 08:45:00,30,Focus,8,30,3
RB30590,E0929,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Conference,8,30,5
RB31511,E0417,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Meeting,10,30,1
RB32943,E0014,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Conference,2,120,1
RB35101,E0662,2025-04-30,2025-04-30 08:15:00,2025-04-30 08:45:00,30,Meeting,8,60,4
RB37735,E0472,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:00:00,45,Focus,6,30,3
RB38308,E0604,2025-04-30,2025-04-30 08:15:00,2025-04-30 08:45:00,30,Conference,10,0,1
RB39192,E0305,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:30:00,75,Meeting,4,30,5
RB39300,E0582,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Meeting,2,15,5
RB39524,E0032,2025-04-30,2025-04-30 08:15:00,2025-04-30 09:15:00,60,Meeting,6,15,5
RB00900,E0765,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:30:00,60,Meeting,2,60,4
RB08500,E0487,2025-04-30,2025-04-30 08:30:00,2025-04-30 10:30:00,120,Conference,10,60,4
RB09194,E0178,2025-04-30,2025-04-30 08:30:00,2025-04-30 10:00:00,90,Focus,2,15,1
RB10364,E0261,2025-04-30,2025-04-30 08:30:00,2025-04-30 10:00:00,90,Conference,4,15,2
RB14454,E0303,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:00:00,30,Training,8,60,2
RB15863,E0096,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:45:00,75,Conference,6,0,2
RB18882,E0299,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:15:00,45,Focus,10,120,2
RB19759,E0014,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:15:00,45,Conference,6,30,1
RB20466,E0487,2025-04-30,2025-04-30 08:30:00,2025-04-30 10:15:00,105,Meeting,12,15,4
RB21947,E0675,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:30:00,60,Meeting,4,60,3
RB23965,E0574,2025-04-30,2025-04-30 08:30:00,2025-04-30 10:00:00,90,Training,2,15,1
RB29478,E0441,2025-04-30,2025-04-30 08:30:00,2025-04-30 09:00:00,30,Training,6,15,4
